User country,Nr. reviews,Nr. hotel reviews,Helpful votes,Score,Period of stay,Traveler type,Pool,Gym,Tennis court,Spa,Casino,Free internet,Hotel name,Hotel stars,Nr. rooms,User continent,Member years,Review month,Review weekday
USA,37.0,8.0,9.0,4.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,3.0,February,Tuesday
Canada,10.0,3.0,7.0,5.0,Mar-May,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,6.0,March,Wednesday
Canada,36.0,30.0,80.0,5.0,Mar-May,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,8.0,March,Friday
USA,31.0,10.0,14.0,4.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,5.0,April,Sunday
Canada,66.0,33.0,60.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,10.0,April,Saturday
France,17.0,4.0,8.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,Europe,0.0,May,Saturday
UK,57.0,20.0,71.0,5.0,Mar-May,Business,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,Europe,0.0,May,Friday
USA,42.0,8.0,22.0,4.0,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,6.0,June,Monday
USA,28.0,20.0,14.0,3.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,8.0,June,Friday
Spain,19.0,8.0,10.0,4.0,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,Europe,3.0,July,Wednesday
USA,20.0,11.0,21.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,9.0,July,Friday
UK,75.0,19.0,93.0,4.0,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,Europe,8.0,August,Sunday
UK,52.0,48.0,78.0,3.0,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,Europe,8.0,September,Saturday
USA,93.0,4.0,8.0,5.0,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,2.0,September,Saturday
Canada,9.0,3.0,15.0,5.0,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,1.0,October,Wednesday
Australia,5.0,3.0,9.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,Oceania,2.0,October,Thursday
Singapore,37.0,7.0,10.0,5.0,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,Asia,0.0,November,Sunday
Brazil,31.0,25.0,35.0,3.0,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,South America,7.0,November,Sunday
USA,6.0,4.0,4.0,5.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,7.0,December,Thursday
USA,252.0,55.0,113.0,4.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,The Palazzo Resort Hotel Casino,5.0,3025.0,North America,8.0,December,Monday
USA,164.0,48.0,82.0,5.0,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,4.0,January,Saturday
USA,5.0,3.0,9.0,5.0,Dec-Feb,Families,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,4.0,January,Tuesday
Canada,7.0,5.0,20.0,4.0,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,3.0,February,Saturday
USA,18.0,11.0,15.0,5.0,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,7.0,February,Tuesday
USA,20.0,13.0,16.0,5.0,Mar-May,Friends,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,6.0,March,Friday
USA,21.0,5.0,12.0,4.0,Mar-May,Business,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,8.0,March,Monday
USA,125.0,35.0,48.0,5.0,Mar-May,Business,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,4.0,April,Sunday
USA,11.0,7.0,10.0,4.0,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,1.0,April,Monday
Singapore,16.0,10.0,16.0,3.0,Mar-May,Solo,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,Asia,7.0,May,Monday
UK,19.0,5.0,5.0,5.0,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,Europe,3.0,May,Monday
USA,73.0,27.0,365.0,5.0,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,6.0,June,Wednesday
USA,5.0,4.0,4.0,5.0,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,11.0,June,Wednesday
USA,30.0,10.0,17.0,5.0,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,3.0,July,Monday
Canada,7.0,4.0,10.0,5.0,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,3.0,July,Sunday
Canada,67.0,46.0,99.0,5.0,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,6.0,August,Sunday
Finland,18.0,13.0,25.0,5.0,Jun-Aug,Solo,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,Europe,9.0,August,Saturday
Canada,12.0,7.0,11.0,2.0,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,4.0,September,Monday
Canada,40.0,12.0,26.0,5.0,Sep-Nov,Friends,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,7.0,September,Saturday
USA,142.0,17.0,31.0,4.0,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,3.0,October,Monday
UK,8.0,4.0,16.0,5.0,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,Europe,7.0,October,Saturday
Costa Rica,15.0,9.0,3.0,5.0,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,2.0,November,Monday
UK,2.0,18.0,14.0,5.0,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,Europe,8.0,November,Wednesday
UK,10.0,6.0,10.0,5.0,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,Europe,5.0,December,Tuesday
USA,16.0,13.0,55.0,5.0,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Wynn Las Vegas,5.0,2700.0,North America,9.0,December,Tuesday
UK,21.0,7.0,13.0,5.0,Dec-Feb,Solo,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Europe,10.0,January,Tuesday
India,69.0,58.0,41.0,5.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Asia,5.0,January,Saturday
USA,33.0,13.0,8.0,5.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,5.0,February,Wednesday
USA,1.0,0.0,2.0,5.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,0.0,February,Tuesday
USA,49.0,8.0,23.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,5.0,March,Monday
USA,775.0,52.0,255.0,3.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,2.0,March,Wednesday
United Arab Emirates,16.0,7.0,6.0,4.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Asia,7.0,April,Monday
USA,1.0,0.0,1.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,0.0,April,Wednesday
Singapore,19.0,11.0,17.0,4.0,Mar-May,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Asia,7.0,May,Friday
Brazil,7.0,4.0,8.0,5.0,Mar-May,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,South America,7.0,May,Sunday
USA,38.0,18.0,16.0,5.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,8.0,June,Sunday
USA,48.0,14.0,30.0,5.0,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,9.0,June,Wednesday
Canada,136.0,20.0,55.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,3.0,July,Sunday
USA,26.0,8.0,1.0,4.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,6.0,July,Monday
Iran,3.0,3.0,2.0,4.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Asia,4.0,August,Sunday
USA,78.0,17.0,24.0,5.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,5.0,August,Monday
UK,24.0,18.0,12.0,5.0,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Europe,0.0,September,Thursday
Egypt,2.0,0.0,15.0,1.0,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Africa,1.0,September,Monday
Ireland,4.0,3.0,3.0,5.0,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Europe,11.0,October,Thursday
Australia,11.0,7.0,17.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Oceania,2.0,October,Saturday
Germany,1.0,0.0,1.0,2.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Europe,0.0,November,Wednesday
Australia,35.0,16.0,17.0,4.0,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,Oceania,2.0,November,Tuesday
USA,110.0,19.0,76.0,4.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,2.0,December,Tuesday
USA,53.0,25.0,24.0,5.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Trump International Hotel Las Vegas,5.0,1282.0,North America,3.0,December,Sunday
Saudi Arabia,320.0,45.0,102.0,3.0,Dec-Feb,Business,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,Asia,6.0,January,Tuesday
USA,2.0,0.0,2.0,4.0,Dec-Feb,Business,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,1.0,January,Saturday
USA,26.0,6.0,12.0,5.0,Dec-Feb,Families,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,1.0,February,Sunday
USA,4.0,4.0,0.0,5.0,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,2.0,February,Monday
USA,9.0,9.0,6.0,2.0,Mar-May,Solo,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,1.0,March,Wednesday
USA,17.0,14.0,70.0,5.0,Mar-May,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,10.0,March,Sunday
Canada,3.0,0.0,1.0,5.0,Mar-May,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,1.0,April,Tuesday
Canada,14.0,0.0,4.0,2.0,Mar-May,Families,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,4.0,April,Tuesday
USA,235.0,111.0,267.0,5.0,Mar-May,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,9.0,May,Friday
USA,59.0,9.0,21.0,5.0,Mar-May,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,3.0,May,Monday
USA,2.0,0.0,2.0,5.0,Jun-Aug,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,0.0,June,Wednesday
USA,2.0,0.0,1.0,5.0,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,0.0,June,Wednesday
USA,21.0,18.0,53.0,5.0,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,11.0,July,Wednesday
USA,4.0,0.0,16.0,1.0,Jun-Aug,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,0.0,July,Thursday
Netherlands,184.0,52.0,70.0,5.0,Jun-Aug,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,Europe,3.0,August,Wednesday
UK,262.0,75.0,150.0,4.0,Jun-Aug,Families,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,Europe,2.0,August,Monday
USA,69.0,11.0,17.0,5.0,Sep-Nov,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,0.0,September,Sunday
Australia,92.0,12.0,27.0,4.0,Sep-Nov,Business,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,Oceania,2.0,September,Saturday
USA,131.0,61.0,116.0,3.0,Sep-Nov,Families,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,8.0,October,Thursday
Norway,25.0,10.0,16.0,5.0,Sep-Nov,Friends,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,Europe,8.0,October,Tuesday
Canada,49.0,22.0,53.0,3.0,Sep-Nov,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,5.0,November,Sunday
USA,148.0,33.0,55.0,4.0,Sep-Nov,Business,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,3.0,November,Wednesday
Canada,26.0,7.0,22.0,4.0,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,4.0,December,Wednesday
USA,13.0,4.0,1.0,4.0,Dec-Feb,Couples,YES,NO,NO,NO,YES,YES,The Cromwell,4.5,188.0,North America,2.0,December,Wednesday
Thailand,3.0,3.0,20.0,1.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,Asia,5.0,January,Tuesday
USA,46.0,12.0,87.0,5.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,3.0,January,Tuesday
UK,127.0,40.0,81.0,4.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,Europe,8.0,February,Thursday
USA,15.0,5.0,12.0,5.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,4.0,February,Sunday
USA,16.0,14.0,23.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,7.0,March,Friday
USA,113.0,38.0,27.0,4.0,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,1.0,March,Tuesday
Honduras,73.0,32.0,99.0,4.0,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,South America,10.0,April,Thursday
USA,35.0,12.0,3.0,5.0,Mar-May,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,2.0,May,Friday
UK,139.0,20.0,86.0,5.0,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,Europe,5.0,May,Monday
UK,28.0,12.0,30.0,5.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,Europe,2.0,June,Saturday
USA,34.0,8.0,26.0,4.0,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,4.0,June,Tuesday
USA,4.0,3.0,5.0,5.0,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,3.0,July,Thursday
USA,32.0,11.0,14.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,3.0,July,Sunday
UK,9.0,3.0,4.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,Europe,1.0,August,Thursday
USA,333.0,58.0,200.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,4.0,August,Sunday
USA,29.0,11.0,15.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,6.0,September,Monday
UK,85.0,43.0,68.0,5.0,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,Europe,5.0,September,Wednesday
USA,12.0,5.0,1.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,5.0,October,Friday
UK,34.0,10.0,7.0,4.0,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,Europe,4.0,October,Thursday
India,13.0,7.0,8.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,Asia,5.0,November,Sunday
USA,169.0,25.0,41.0,5.0,Dec-Feb,Friends,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,8.0,December,Tuesday
USA,11.0,10.0,6.0,5.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Encore at wynn Las Vegas,5.0,2034.0,North America,7.0,December,Tuesday
USA,50.0,39.0,48.0,2.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,10.0,January,Thursday
Mexico,10.0,3.0,1.0,5.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,4.0,February,Tuesday
Canada,7.0,4.0,4.0,5.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,1.0,February,Friday
UK,60.0,7.0,42.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,Europe,8.0,March,Tuesday
Netherlands,92.0,49.0,18.0,4.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,Europe,5.0,March,Thursday
Australia,106.0,37.0,58.0,4.0,Mar-May,Business,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,Oceania,3.0,April,Wednesday
Brazil,37.0,31.0,38.0,5.0,Mar-May,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,South America,9.0,May,Friday
USA,70.0,25.0,19.0,1.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,3.0,May,Friday
USA,9.0,3.0,4.0,5.0,Jun-Aug,Friends,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,1.0,June,Monday
Finland,39.0,18.0,9.0,4.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,Europe,4.0,July,Thursday
UK,10.0,0.0,9.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,Europe,1.0,July,Wednesday
USA,78.0,17.0,24.0,4.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,5.0,August,Monday
UK,48.0,21.0,19.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,Europe,4.0,August,Friday
Canada,112.0,34.0,41.0,5.0,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,7.0,September,Sunday
USA,28.0,17.0,14.0,5.0,Sep-Nov,Solo,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,2.0,September,Wednesday
UK,11.0,3.0,16.0,2.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,Europe,2.0,October,Wednesday
USA,9.0,5.0,11.0,4.0,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,9.0,October,Wednesday
USA,4.0,4.0,1.0,3.0,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,0.0,November,Wednesday
Mexico,22.0,15.0,25.0,4.0,Sep-Nov,Families,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,North America,6.0,November,Monday
Australia,20.0,16.0,9.0,4.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Hilton Grand Vacations on the Boulevard,3.5,1228.0,Oceania,7.0,December,Tuesday
Canada,160.0,34.0,88.0,4.0,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,6.0,January,Saturday
USA,372.0,78.0,169.0,4.0,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,4.0,January,Sunday
USA,84.0,18.0,36.0,5.0,Dec-Feb,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,4.0,February,Wednesday
USA,21.0,13.0,20.0,5.0,Dec-Feb,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,5.0,February,Thursday
Germany,118.0,107.0,131.0,5.0,Mar-May,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,Europe,10.0,March,Monday
Canada,6.0,0.0,8.0,5.0,Mar-May,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,10.0,April,Wednesday
USA,60.0,4.0,31.0,4.0,Mar-May,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,2.0,April,Tuesday
Australia,275.0,79.0,339.0,4.0,Mar-May,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,Oceania,7.0,May,Sunday
Canada,46.0,39.0,42.0,4.0,Mar-May,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,6.0,May,Wednesday
USA,6.0,5.0,6.0,5.0,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,4.0,June,Tuesday
USA,75.0,37.0,48.0,5.0,Jun-Aug,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,6.0,July,Saturday
Taiwan,20.0,12.0,7.0,5.0,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,Asia,1.0,August,Wednesday
Israel,62.0,40.0,25.0,5.0,Jun-Aug,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,Asia,5.0,August,Sunday
USA,88.0,19.0,58.0,5.0,Sep-Nov,Friends,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,1.0,September,Wednesday
USA,6.0,3.0,5.0,5.0,Sep-Nov,Friends,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,0.0,September,Tuesday
Thailand,18.0,9.0,8.0,3.0,Sep-Nov,Business,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,Asia,7.0,October,Monday
Mexico,159.0,43.0,78.0,5.0,Sep-Nov,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,4.0,October,Wednesday
Kuwait,47.0,23.0,20.0,4.0,Sep-Nov,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,Asia,1.0,November,Thursday
Norway,86.0,12.0,46.0,4.0,Sep-Nov,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,Europe,5.0,November,Sunday
USA,42.0,9.0,13.0,5.0,Dec-Feb,Couples,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,North America,1.0,December,Tuesday
Germany,64.0,33.0,23.0,4.0,Dec-Feb,Families,YES,YES,NO,NO,YES,YES,Marriott's Grand Chateau,3.5,732.0,Europe,7.0,December,Thursday
USA,167.0,71.0,119.0,5.0,Dec-Feb,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,8.0,January,Saturday
USA,25.0,5.0,12.0,5.0,Dec-Feb,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,8.0,January,Thursday
UK,12.0,12.0,6.0,3.0,Dec-Feb,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,Europe,4.0,February,Friday
USA,608.0,117.0,319.0,5.0,Dec-Feb,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,5.0,February,Saturday
USA,5.0,4.0,3.0,5.0,Mar-May,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,8.0,March,Sunday
USA,26.0,17.0,34.0,5.0,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,7.0,March,Thursday
Brazil,11.0,5.0,9.0,5.0,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,South America,7.0,April,Monday
